time;Belegung Intensivbetten in %;Timestamp
01.04.2020;21;2020-04-24T08:46:17
02.04.2020;23;2020-04-24T08:46:17
03.04.2020;26;2020-04-24T08:46:17
04.04.2020;25;2020-04-24T08:46:17
05.04.2020;24;2020-04-24T08:46:17
06.04.2020;24;2020-04-24T08:46:17
07.04.2020;21;2020-04-24T08:46:17
08.04.2020;21;2020-04-24T08:46:17
09.04.2020;21;2020-04-24T08:46:17
10.04.2020;21;2020-04-24T08:46:17
11.04.2020;22;2020-04-24T08:46:17
12.04.2020;22;2020-04-24T08:46:17
13.04.2020;19;2020-04-24T08:46:17
14.04.2020;20;2020-04-24T08:46:17
15.04.2020;20;2020-04-24T08:46:17
16.04.2020;21;2020-04-24T08:46:17
17.04.2020;19;2020-04-24T08:46:17
18.04.2020;18;2020-04-24T08:46:17
19.04.2020;16;2020-04-24T08:46:17
20.04.2020;17;2020-04-24T08:46:17
21.04.2020;17;2020-04-24T08:46:17
22.04.2020;14;2020-04-24T08:46:17
23.04.2020;15;2020-04-24T08:46:17
24.04.2020;13;2020-04-24T08:46:17
