time;Belegung Intensivbetten in %;Timestamp
01.04.2020;21;2020-04-20T11:00:00
02.04.2020;23;2020-04-20T11:00:00
03.04.2020;26;2020-04-20T11:00:00
04.04.2020;25;2020-04-20T11:00:00
05.04.2020;24;2020-04-20T11:00:00
06.04.2020;24;2020-04-20T11:00:00
07.04.2020;21;2020-04-20T11:00:00
08.04.2020;21;2020-04-20T11:00:00
09.04.2020;21;2020-04-20T11:00:00
10.04.2020;21;2020-04-20T11:00:00
11.04.2020;22;2020-04-20T11:00:00
12.04.2020;22;2020-04-20T11:00:00
13.04.2020;19;2020-04-20T11:00:00
14.04.2020;20;2020-04-20T11:00:00
15.04.2020;20;2020-04-20T11:00:00
16.04.2020;21;2020-04-20T11:00:00
17.04.2020;19;2020-04-20T11:00:00
18.04.2020;18;2020-04-20T11:00:00
19.04.2020;16;2020-04-20T11:00:00
20.04.2020;17;2020-04-20T11:00:00
