time;Kapazität Intensivbetten in %;Timestamp
01.04.2020;79;2020-04-25T10:30:01
02.04.2020;77;2020-04-25T10:30:01
03.04.2020;74;2020-04-25T10:30:01
04.04.2020;75;2020-04-25T10:30:01
05.04.2020;76;2020-04-25T10:30:01
06.04.2020;76;2020-04-25T10:30:01
07.04.2020;79;2020-04-25T10:30:01
08.04.2020;79;2020-04-25T10:30:01
09.04.2020;79;2020-04-25T10:30:01
10.04.2020;79;2020-04-25T10:30:01
11.04.2020;78;2020-04-25T10:30:01
12.04.2020;78;2020-04-25T10:30:01
13.04.2020;81;2020-04-25T10:30:01
14.04.2020;80;2020-04-25T10:30:01
15.04.2020;80;2020-04-25T10:30:01
16.04.2020;79;2020-04-25T10:30:01
17.04.2020;81;2020-04-25T10:30:01
18.04.2020;82;2020-04-25T10:30:01
19.04.2020;84;2020-04-25T10:30:01
20.04.2020;83;2020-04-25T10:30:01
21.04.2020;83;2020-04-25T10:30:01
22.04.2020;86;2020-04-25T10:30:01
23.04.2020;85;2020-04-25T10:30:01
24.04.2020;87;2020-04-25T10:30:01
25.04.2020;88;2020-04-25T10:30:01
