Datum;DeltaAnzahlVortag;DeltaGeheiltVortag;DeltaTotVortag;DeltaAktivVortag;DeltaTestGesamtVortag
17.04.2020 00:00:00;100;419;13;-332;6456
18.04.2020 00:00:00;60;256;17;-213;6660
19.04.2020 00:00:00;47;162;16;-131;3312
20.04.2020 00:00:00;68;385;9;-326;3705
21.04.2020 00:00:00;70;428;18;-376;6069
22.04.2020 00:00:00;74;259;12;-197;12776
23.04.2020 00:00:00;60;246;6;-192;4041
24.04.2020 00:00:00;79;264;7;-192;6851
25.04.2020 00:00:00;62;136;14;-88;8403
26.04.2020 00:00:00;35;104;9;-78;6542
27.04.2020 00:00:00;70;198;4;-132;4906
28.04.2020 00:00:00;50;166;13;-129;7041
29.04.2020 00:00:00;61;174;6;-119;8176
30.04.2020 00:00:00;54;200;6;-152;8645
01.05.2020 00:00:00;37;111;3;-77;7680
02.05.2020 00:00:00;28;80;2;-54;5540
03.05.2020 00:00:00;12;60;6;-54;4736
04.05.2020 00:00:00;30;151;3;-124;4716
05.05.2020 00:00:00;54;124;3;-73;6812
06.05.2020 00:00:00;46;118;4;-76;6371
07.05.2020 00:00:00;38;119;2;-83;5640
08.05.2020 00:00:00;50;167;5;-122;6175
09.05.2020 00:00:00;31;72;4;-45;7621
10.05.2020 00:00:00;15;57;2;-44;4818
11.05.2020 00:00:00;66;92;2;-28;2976
12.05.2020 00:00:00;38;88;1;-51;9830
13.05.2020 00:00:00;52;79;1;-28;6938
14.05.2020 00:00:00;54;75;3;-24;8354
15.05.2020 00:00:00;82;70;0;12;6745
16.05.2020 00:00:00;15;53;1;-39;6042
17.05.2020 00:00:00;26;26;1;-1;5116
18.05.2020 00:00:00;58;52;3;3;3560
19.05.2020 00:00:00;60;69;1;-10;6366
20.05.2020 00:00:00;30;50;3;-23;7157
21.05.2020 00:00:00;32;57;2;-27;6045
22.05.2020 00:00:00;28;49;3;-24;4851
23.05.2020 00:00:00;24;46;1;-23;5875
24.05.2020 00:00:00;31;39;0;-8;5494
25.05.2020 00:00:00;25;59;1;-35;3484
26.05.2020 00:00:00;22;88;2;-68;5844
27.05.2020 00:00:00;50;74;0;-24;7521
28.05.2020 00:00:00;19;83;0;-64;8666
29.05.2020 00:00:00;42;55;1;-14;6930
30.05.2020 00:00:00;32;32;0;0;7841
31.05.2020 00:00:00;5;35;0;-30;6391
01.06.2020 00:00:00;19;31;1;-13;3286
02.06.2020 00:00:00;16;68;0;-52;4558
03.06.2020 00:00:00;53;37;3;13;6580
04.06.2020 00:00:00;17;48;2;-33;8508
05.06.2020 00:00:00;67;25;1;41;7983
06.06.2020 00:00:00;31;24;0;7;6463
07.06.2020 00:00:00;25;27;0;-2;3685
08.06.2020 00:00:00;24;54;1;-31;5164
09.06.2020 00:00:00;15;28;2;-15;6160
10.06.2020 00:00:00;34;36;2;-4;5423
11.06.2020 00:00:00;22;30;0;-8;3967
12.06.2020 00:00:00;37;26;0;11;6270
13.06.2020 00:00:00;22;26;1;-5;4395
14.06.2020 00:00:00;18;16;3;-1;3864
15.06.2020 00:00:00;53;33;5;15;2830
16.06.2020 00:00:00;19;21;2;-4;5030
17.06.2020 00:00:00;31;37;1;-7;7915
18.06.2020 00:00:00;32;31;0;1;5312
19.06.2020 00:00:00;52;35;1;16;6203
20.06.2020 00:00:00;32;35;2;-5;6078
21.06.2020 00:00:00;29;13;1;15;2376
22.06.2020 00:00:00;31;39;1;-9;5216
23.06.2020 00:00:00;43;36;2;5;6673
24.06.2020 00:00:00;35;23;2;10;6111
25.06.2020 00:00:00;44;32;1;11;5659
26.06.2020 00:00:00;74;23;0;51;6199
27.06.2020 00:00:00;45;30;2;13;7053
28.06.2020 00:00:00;63;22;1;40;5025
29.06.2020 00:00:00;49;35;1;13;3855
30.06.2020 00:00:00;101;32;0;69;6381
01.07.2020 00:00:00;95;32;0;63;8110
02.07.2020 00:00:00;80;43;0;37;7834
03.07.2020 00:00:00;133;45;1;87;6805
04.07.2020 00:00:00;106;24;0;82;7174
05.07.2020 00:00:00;77;29;0;48;5125
06.07.2020 00:00:00;68;39;0;29;6301
07.07.2020 00:00:00;91;46;0;45;6044
08.07.2020 00:00:00;117;45;0;72;8071
09.07.2020 00:00:00;73;52;0;21;7507
10.07.2020 00:00:00;104;61;0;43;7757
11.07.2020 00:00:00;90;55;2;33;8225
12.07.2020 00:00:00;52;45;1;6;5031
13.07.2020 00:00:00;98;85;1;12;3876
14.07.2020 00:00:00;122;113;0;9;7512
15.07.2020 00:00:00;131;81;1;49;8165
16.07.2020 00:00:00;141;111;0;30;10052
17.07.2020 00:00:00;124;143;0;-19;8068
18.07.2020 00:00:00;81;61;0;20;8677
19.07.2020 00:00:00;87;55;0;32;5579
20.07.2020 00:00:00;90;101;2;-13;49767
21.07.2020 00:00:00;137;129;0;8;7164
22.07.2020 00:00:00;162;90;0;72;9081
23.07.2020 00:00:00;117;91;1;25;11350
24.07.2020 00:00:00;153;102;0;51;7810
25.07.2020 00:00:00;112;85;1;26;7049
26.07.2020 00:00:00;101;62;0;39;7008
27.07.2020 00:00:00;96;154;3;-61;5271
28.07.2020 00:00:00;153;148;0;5;8037
29.07.2020 00:00:00;102;118;1;-17;9396
30.07.2020 00:00:00;190;122;0;68;9434
31.07.2020 00:00:00;123;131;0;-8;10425
01.08.2020 00:00:00;62;94;0;-32;7358
02.08.2020 00:00:00;70;94;1;-25;7495
03.08.2020 00:00:00;93;183;0;-90;5123
04.08.2020 00:00:00;83;159;0;-76;6341
05.08.2020 00:00:00;159;154;1;4;7124
06.08.2020 00:00:00;120;124;1;-5;13373
07.08.2020 00:00:00;91;136;1;-46;10030
08.08.2020 00:00:00;104;91;1;12;7934
09.08.2020 00:00:00;72;69;0;3;6629
10.08.2020 00:00:00;157;138;0;19;3890
11.08.2020 00:00:00;187;97;2;88;8750
12.08.2020 00:00:00;191;135;1;55;8510
13.08.2020 00:00:00;251;97;2;152;8490
14.08.2020 00:00:00;349;109;1;239;11924
15.08.2020 00:00:00;156;81;0;75;5922
16.08.2020 00:00:00;169;75;0;94;9136
17.08.2020 00:00:00;259;111;0;148;5577
18.08.2020 00:00:00;251;142;0;109;13821
19.08.2020 00:00:00;347;132;1;214;11283
20.08.2020 00:00:00;330;143;0;187;12266
21.08.2020 00:00:00;302;207;1;94;13972
22.08.2020 00:00:00;228;146;0;82;11746
23.08.2020 00:00:00;191;157;0;34;7832
24.08.2020 00:00:00;240;201;1;38;6219
25.08.2020 00:00:00;301;230;0;71;8883
26.08.2020 00:00:00;319;222;0;97;9110
27.08.2020 00:00:00;226;262;0;-36;14044
28.08.2020 00:00:00;394;338;0;56;14701
29.08.2020 00:00:00;237;177;0;60;12799
30.08.2020 00:00:00;223;207;0;16;11349
31.08.2020 00:00:00;223;235;1;-13;8619
01.09.2020 00:00:00;286;215;1;70;12416
02.09.2020 00:00:00;429;261;0;168;17441
03.09.2020 00:00:00;368;317;0;51;11689
04.09.2020 00:00:00;380;372;2;6;14232
05.09.2020 00:00:00;217;220;0;-3;11318
06.09.2020 00:00:00;366;170;0;196;8018
07.09.2020 00:00:00;397;318;0;79;10398
08.09.2020 00:00:00;552;313;1;238;10254
09.09.2020 00:00:00;691;259;0;432;11582
10.09.2020 00:00:00;599;223;4;372;14971
11.09.2020 00:00:00;928;375;4;549;13789
12.09.2020 00:00:00;414;233;2;179;14674
13.09.2020 00:00:00;415;261;0;154;10573
14.09.2020 00:00:00;820;282;1;537;9342
15.09.2020 00:00:00;721;367;0;354;13100
16.09.2020 00:00:00;854;338;4;512;15331
17.09.2020 00:00:00;804;413;3;388;15272
18.09.2020 00:00:00;874;488;3;383;18854
19.09.2020 00:00:00;667;343;0;324;18134
20.09.2020 00:00:00;471;382;4;85;12584
21.09.2020 00:00:00;580;674;3;-97;13412
22.09.2020 00:00:00;717;629;3;85;14552
23.09.2020 00:00:00;805;651;5;149;16617
24.09.2020 00:00:00;657;587;3;67;18518
25.09.2020 00:00:00;760;862;3;-105;20409
26.09.2020 00:00:00;589;578;4;7;17443
27.09.2020 00:00:00;547;420;5;122;9865
28.09.2020 00:00:00;737;803;1;-67;14493
29.09.2020 00:00:00;759;744;5;10;16586
30.09.2020 00:00:00;852;720;1;131;31409
01.10.2020 00:00:00;791;644;6;141;18586
02.10.2020 00:00:00;1013;854;5;154;21839
03.10.2020 00:00:00;718;576;4;138;15456
04.10.2020 00:00:00;737;434;8;295;12505
05.10.2020 00:00:00;927;585;7;335;11895
06.10.2020 00:00:00;1079;669;8;402;18237
07.10.2020 00:00:00;1272;721;6;545;18589
08.10.2020 00:00:00;1110;717;8;385;21762
09.10.2020 00:00:00;1258;775;5;478;18575
10.10.2020 00:00:00;1013;688;6;319;19956
11.10.2020 00:00:00;831;590;9;232;13876
12.10.2020 00:00:00;1143;843;9;291;13668
13.10.2020 00:00:00;1319;787;5;527;21708
14.10.2020 00:00:00;1435;868;5;562;17033
15.10.2020 00:00:00;1525;787;6;732;19813
16.10.2020 00:00:00;1796;1111;8;677;16119
17.10.2020 00:00:00;1484;820;16;648;25109
18.10.2020 00:00:00;1199;671;8;520;15315
19.10.2020 00:00:00;1646;1046;12;588;14550
20.10.2020 00:00:00;1982;1034;12;936;19469
21.10.2020 00:00:00;2658;856;18;1784;21077
22.10.2020 00:00:00;3232;1012;19;2201;25278
23.10.2020 00:00:00;3347;1211;11;2125;28024
24.10.2020 00:00:00;2971;1026;12;1933;24189
25.10.2020 00:00:00;2477;947;18;1512;17744
26.10.2020 00:00:00;2782;1077;25;1680;23216
27.10.2020 00:00:00;4375;1465;28;2882;14112
28.10.2020 00:00:00;4463;1872;32;2559;27379
29.10.2020 00:00:00;5043;1838;36;3169;24506
30.10.2020 00:00:00;5716;2433;36;3247;26421
31.10.2020 00:00:00;4788;2084;46;2658;28742
01.11.2020 00:00:00;4476;1882;32;2562;23316
02.11.2020 00:00:00;5188;2439;38;2711;23450
03.11.2020 00:00:00;6352;2589;53;3710;25881
04.11.2020 00:00:00;7107;2886;55;4166;29433
05.11.2020 00:00:00;6952;2953;59;3940;28133
06.11.2020 00:00:00;8104;4023;43;4038;33067
07.11.2020 00:00:00;5317;3589;68;1660;29810
08.11.2020 00:00:00;5747;3387;50;2310;26867
09.11.2020 00:00:00;6248;4212;72;1964;26376
10.11.2020 00:00:00;7440;4424;64;2952;26540
11.11.2020 00:00:00;9191;4814;75;4302;31571
12.11.2020 00:00:00;8250;5286;80;2884;38226
13.11.2020 00:00:00;7006;6402;93;511;32328
14.11.2020 00:00:00;5116;6126;83;-1093;33067
15.11.2020 00:00:00;4628;5388;81;-841;27080
16.11.2020 00:00:00;6078;6197;92;-211;26232
17.11.2020 00:00:00;7539;6428;96;1015;29050
18.11.2020 00:00:00;6439;6013;83;343;33128
19.11.2020 00:00:00;6615;6166;100;349;31316
20.11.2020 00:00:00;6467;7620;112;-1265;33190
21.11.2020 00:00:00;5160;6432;99;-1371;30808
22.11.2020 00:00:00;2445;5760;86;-3401;29831
23.11.2020 00:00:00;4606;6340;105;-1839;20422
24.11.2020 00:00:00;5754;6626;95;-967;28070
25.11.2020 00:00:00;5395;5958;110;-673;30569
26.11.2020 00:00:00;5025;5776;104;-855;33318
27.11.2020 00:00:00;4238;6732;109;-2603;27048
28.11.2020 00:00:00;3743;5424;107;-1788;40205
29.11.2020 00:00:00;2391;5170;101;-2880;22197
30.11.2020 00:00:00;3385;5782;111;-2508;15054
01.12.2020 00:00:00;3932;5854;120;-2042;23192
02.12.2020 00:00:00;3581;5935;116;-2470;27862
03.12.2020 00:00:00;3655;5337;122;-1804;31294
04.12.2020 00:00:00;3592;5753;115;-2276;28674
05.12.2020 00:00:00;2870;4704;108;-1942;20053
06.12.2020 00:00:00;2065;3635;91;-1661;18118
07.12.2020 00:00:00;2520;4567;112;-2159;14577
08.12.2020 00:00:00;2637;4374;99;-1836;19643
09.12.2020 00:00:00;2489;3906;111;-1528;20351
10.12.2020 00:00:00;3093;4024;100;-1031;27915
11.12.2020 00:00:00;2846;3823;116;-1093;25394
12.12.2020 00:00:00;2630;3313;76;-759;30917
13.12.2020 00:00:00;2491;2733;87;-329;21202
14.12.2020 00:00:00;2745;3228;97;-580;17562
15.12.2020 00:00:00;2760;3661;84;-985;21037
16.12.2020 00:00:00;2393;3022;87;-716;28747
17.12.2020 00:00:00;1960;2992;89;-1121;28216
18.12.2020 00:00:00;2158;2912;84;-838;31414
19.12.2020 00:00:00;1504;2452;69;-1017;33800
20.12.2020 00:00:00;1352;2515;73;-1236;24990
21.12.2020 00:00:00;2112;2941;64;-893;20957
22.12.2020 00:00:00;2560;3212;81;-733;29463
23.12.2020 00:00:00;2857;3114;76;-333;38440
24.12.2020 00:00:00;1810;2591;68;-849;29151
25.12.2020 00:00:00;1288;2270;54;-1036;21616
26.12.2020 00:00:00;1163;1925;77;-839;14425
27.12.2020 00:00:00;1700;1943;44;-287;9909
28.12.2020 00:00:00;2128;2008;73;47;21246
29.12.2020 00:00:00;2982;2083;50;849;15563
30.12.2020 00:00:00;2718;2157;67;494;16085
31.12.2020 00:00:00;2004;2065;58;-119;26789
01.01.2021 00:00:00;1595;2369;52;-826;20462
02.01.2021 00:00:00;1637;2248;52;-663;0
03.01.2021 00:00:00;1899;1953;42;-96;-76893
04.01.2021 00:00:00;2296;2051;64;181;12601
05.01.2021 00:00:00;2963;2167;48;748;15450
06.01.2021 00:00:00;2088;1836;53;199;22630
07.01.2021 00:00:00;2009;2267;59;-317;16752
08.01.2021 00:00:00;2301;2609;48;-356;23605
09.01.2021 00:00:00;1559;2088;30;-559;19780
10.01.2021 00:00:00;1389;1894;46;-551;14175
11.01.2021 00:00:00;1712;2272;57;-617;14089
12.01.2021 00:00:00;2171;2041;53;77;2945871
13.01.2021 00:00:00;1663;2124;59;-520;124267
14.01.2021 00:00:00;1532;2058;47;-573;390264
15.01.2021 00:00:00;1562;2212;50;-700;79635
16.01.2021 00:00:00;1328;1818;51;-541;79124
17.01.2021 00:00:00;1018;1652;39;-673;52039
18.01.2021 00:00:00;1633;1874;50;-291;106991
19.01.2021 00:00:00;1662;1859;38;-235;180970
20.01.2021 00:00:00;1745;1624;35;86;610150
21.01.2021 00:00:00;1791;1544;51;196;46353
22.01.2021 00:00:00;1458;1714;35;-291;58656
23.01.2021 00:00:00;1265;1386;51;-172;89237
24.01.2021 00:00:00;948;1273;31;-356;51994
25.01.2021 00:00:00;1426;1537;42;-153;67705
26.01.2021 00:00:00;1589;1503;47;39;103256
27.01.2021 00:00:00;1478;1479;37;-38;91061
28.01.2021 00:00:00;1423;1592;39;-208;92444
29.01.2021 00:00:00;1482;1724;44;-286;71028
30.01.2021 00:00:00;1102;1539;35;-472;125459
31.01.2021 00:00:00;1137;1400;36;-299;69704
01.02.2021 00:00:00;1232;1520;38;-326;126053
02.02.2021 00:00:00;1653;1527;39;87;81397
03.02.2021 00:00:00;1535;1284;30;221;181897
04.02.2021 00:00:00;1273;1337;29;-93;108302
05.02.2021 00:00:00;1375;1528;25;-178;87206
06.02.2021 00:00:00;1165;1323;27;-185;159889
07.02.2021 00:00:00;1004;1051;26;-73;212647
08.02.2021 00:00:00;1245;1324;29;-108;128988
09.02.2021 00:00:00;1484;1239;29;216;310611
10.02.2021 00:00:00;1673;1325;33;315;221201
11.02.2021 00:00:00;1578;1260;24;294;231481
12.02.2021 00:00:00;1281;1392;23;-134;203715
13.02.2021 00:00:00;1176;1345;23;-192;214321
14.02.2021 00:00:00;1172;1114;21;37;139545
15.02.2021 00:00:00;1513;1330;25;158;157018
16.02.2021 00:00:00;1668;1335;20;313;291200
17.02.2021 00:00:00;1920;1268;29;623;206359
18.02.2021 00:00:00;1724;1258;21;445;274347
19.02.2021 00:00:00;2109;1497;16;596;200765
20.02.2021 00:00:00;1680;1314;19;347;236088
21.02.2021 00:00:00;1236;1245;22;-31;198975
22.02.2021 00:00:00;1903;1239;23;641;93176
23.02.2021 00:00:00;1975;1280;19;676;258396
24.02.2021 00:00:00;2460;1274;18;1168;261319
25.02.2021 00:00:00;1917;1231;17;669;268901
26.02.2021 00:00:00;2513;1507;19;987;223250
27.02.2021 00:00:00;2239;1524;23;692;318941
28.02.2021 00:00:00;1415;1326;22;67;156014
01.03.2021 00:00:00;2213;1579;16;618;95564
02.03.2021 00:00:00;2476;1516;16;944;354794
03.03.2021 00:00:00;2411;1596;20;795;244731
04.03.2021 00:00:00;2373;1751;17;605;261250
05.03.2021 00:00:00;2782;1981;17;784;259495
06.03.2021 00:00:00;2267;1707;25;535;250673
07.03.2021 00:00:00;1962;1605;17;340;158844
08.03.2021 00:00:00;2554;1812;17;725;122080
09.03.2021 00:00:00;2448;1896;20;532;395907
10.03.2021 00:00:00;2886;1786;19;1081;278184
11.03.2021 00:00:00;3083;1634;23;1426;219654
12.03.2021 00:00:00;3070;2151;25;894;357890
13.03.2021 00:00:00;2534;2040;26;468;271761
14.03.2021 00:00:00;1915;1814;24;77;167435
15.03.2021 00:00:00;2784;2048;24;712;139103
16.03.2021 00:00:00;2888;2078;22;788;355721
17.03.2021 00:00:00;3529;2101;31;1397;436660
18.03.2021 00:00:00;3229;2038;25;1166;298583
19.03.2021 00:00:00;3664;2747;29;888;269448
20.03.2021 00:00:00;2706;2272;19;415;278034
21.03.2021 00:00:00;2447;1649;28;770;192964
22.03.2021 00:00:00;3027;2170;31;826;159929
23.03.2021 00:00:00;3553;2336;17;1200;369807
24.03.2021 00:00:00;3465;2305;23;1137;300842
25.03.2021 00:00:00;3229;2396;30;803;418328
26.03.2021 00:00:00;3320;2603;25;692;485632
27.03.2021 00:00:00;2654;2835;23;-204;143342
28.03.2021 00:00:00;3245;2493;27;725;261036
29.03.2021 00:00:00;2803;2867;29;-93;154788
30.03.2021 00:00:00;3149;2568;24;557;483046
31.03.2021 00:00:00;3418;2810;29;579;358215
01.04.2021 00:00:00;3105;3037;30;38;353719
02.04.2021 00:00:00;3316;3080;32;204;281183
03.04.2021 00:00:00;2823;2917;26;-120;316492
04.04.2021 00:00:00;2347;2736;36;-425;244556
05.04.2021 00:00:00;2019;3199;27;-1207;132334
06.04.2021 00:00:00;2860;3454;22;-616;219544
07.04.2021 00:00:00;2878;3108;36;-266;516648
08.04.2021 00:00:00;2524;3250;29;-755;352501
09.04.2021 00:00:00;3458;3266;35;157;293340
10.04.2021 00:00:00;1977;2964;24;-1011;316396
11.04.2021 00:00:00;2067;2713;26;-672;200841
12.04.2021 00:00:00;2249;2997;27;-775;169508
13.04.2021 00:00:00;3199;3089;27;83;349278
14.04.2021 00:00:00;2749;2975;30;-256;505277
15.04.2021 00:00:00;2391;2726;22;-357;308943
16.04.2021 00:00:00;2420;2992;26;-598;286539
17.04.2021 00:00:00;2077;2519;28;-470;317349
18.04.2021 00:00:00;2031;2576;21;-566;207928
19.04.2021 00:00:00;2141;2290;20;-169;190653
20.04.2021 00:00:00;2574;2663;34;-123;320616
21.04.2021 00:00:00;2558;2810;5;-257;262443
