time;Belegung Intensivbetten in %;Timestamp
01.04.2020;21;2020-05-17T11:03:33
02.04.2020;23;2020-05-17T11:03:33
03.04.2020;26;2020-05-17T11:03:33
04.04.2020;25;2020-05-17T11:03:33
05.04.2020;24;2020-05-17T11:03:33
06.04.2020;24;2020-05-17T11:03:33
07.04.2020;21;2020-05-17T11:03:33
08.04.2020;21;2020-05-17T11:03:33
09.04.2020;21;2020-05-17T11:03:33
10.04.2020;21;2020-05-17T11:03:33
11.04.2020;22;2020-05-17T11:03:33
12.04.2020;22;2020-05-17T11:03:33
13.04.2020;19;2020-05-17T11:03:33
14.04.2020;20;2020-05-17T11:03:33
15.04.2020;20;2020-05-17T11:03:33
16.04.2020;21;2020-05-17T11:03:33
17.04.2020;19;2020-05-17T11:03:33
18.04.2020;18;2020-05-17T11:03:33
19.04.2020;16;2020-05-17T11:03:33
20.04.2020;17;2020-05-17T11:03:33
21.04.2020;17;2020-05-17T11:03:33
22.04.2020;14;2020-05-17T11:03:33
23.04.2020;15;2020-05-17T11:03:33
24.04.2020;13;2020-05-17T11:03:33
25.04.2020;12;2020-05-17T11:03:33
26.04.2020;12;2020-05-17T11:03:33
27.04.2020;12;2020-05-17T11:03:33
28.04.2020;11;2020-05-17T11:03:33
29.04.2020;11;2020-05-17T11:03:33
30.04.2020;11;2020-05-17T11:03:33
01.05.2020;11;2020-05-17T11:03:33
02.05.2020;10;2020-05-17T11:03:33
03.05.2020;10;2020-05-17T11:03:33
04.05.2020;10;2020-05-17T11:03:33
05.05.2020;9;2020-05-17T11:03:33
06.05.2020;9;2020-05-17T11:03:33
07.05.2020;8;2020-05-17T11:03:33
08.05.2020;8;2020-05-17T11:03:33
09.05.2020;7;2020-05-17T11:03:33
10.05.2020;7;2020-05-17T11:03:33
11.05.2020;6;2020-05-17T11:03:33
12.05.2020;5;2020-05-17T11:03:33
13.05.2020;5;2020-05-17T11:03:33
14.05.2020;5;2020-05-17T11:03:33
15.05.2020;5;2020-05-17T11:03:33
16.05.2020;6;2020-05-17T11:03:33
17.05.2020;5;2020-05-17T11:03:33
