time;Belegung Intensivbetten in %;Timestamp
01.04.2020;21;2020-04-21T13:59:59
02.04.2020;23;2020-04-21T13:59:59
03.04.2020;26;2020-04-21T13:59:59
04.04.2020;25;2020-04-21T13:59:59
05.04.2020;24;2020-04-21T13:59:59
06.04.2020;24;2020-04-21T13:59:59
07.04.2020;21;2020-04-21T13:59:59
08.04.2020;21;2020-04-21T13:59:59
09.04.2020;21;2020-04-21T13:59:59
10.04.2020;21;2020-04-21T13:59:59
11.04.2020;22;2020-04-21T13:59:59
12.04.2020;22;2020-04-21T13:59:59
13.04.2020;19;2020-04-21T13:59:59
14.04.2020;20;2020-04-21T13:59:59
15.04.2020;20;2020-04-21T13:59:59
16.04.2020;21;2020-04-21T13:59:59
17.04.2020;19;2020-04-21T13:59:59
18.04.2020;18;2020-04-21T13:59:59
19.04.2020;16;2020-04-21T13:59:59
20.04.2020;17;2020-04-21T13:59:59
21.04.2020;17;2020-04-21T13:59:59
