AltersgruppeID;Altersgruppe;Bundesland;BundeslandID;AnzEinwohner;Geschlecht;Anzahl;AnzahlGeheilt;AnzahlTot
1;<5;Burgenland;1;6299;M;15;11;0
1;<5;Burgenland;1;5852;W;8;6;0
1;<5;Kärnten;2;12352;M;10;6;0
1;<5;Kärnten;2;11792;W;11;7;0
1;<5;Niederösterreich;3;40461;M;55;42;0
1;<5;Niederösterreich;3;38258;W;46;33;0
1;<5;Oberösterreich;4;39625;M;150;126;0
1;<5;Oberösterreich;4;37227;W;127;108;0
1;<5;Salzburg;5;14436;M;35;23;0
1;<5;Salzburg;5;13715;W;37;25;0
1;<5;Steiermark;6;29062;M;33;24;0
1;<5;Steiermark;6;27180;W;32;26;0
1;<5;Tirol;7;19650;M;64;54;0
1;<5;Tirol;7;18347;W;61;48;0
1;<5;Vorarlberg;8;11173;M;29;15;0
1;<5;Vorarlberg;8;10465;W;21;12;0
1;<5;Wien;9;51014;M;204;135;0
1;<5;Wien;9;48225;W;198;111;0
1;<5;Österreich;10;224072;M;595;436;0
1;<5;Österreich;10;211061;W;541;376;0
2;5-14;Burgenland;1;13540;M;71;51;0
2;5-14;Burgenland;1;12963;W;42;27;0
2;5-14;Kärnten;2;26230;M;64;32;0
2;5-14;Kärnten;2;24760;W;53;21;0
2;5-14;Niederösterreich;3;84110;M;410;244;0
2;5-14;Niederösterreich;3;79748;W;369;221;0
2;5-14;Oberösterreich;4;75629;M;620;425;0
2;5-14;Oberösterreich;4;71764;W;574;382;0
2;5-14;Salzburg;5;27154;M;198;124;0
2;5-14;Salzburg;5;25973;W;185;108;0
2;5-14;Steiermark;6;56727;M;197;123;0
2;5-14;Steiermark;6;53657;W;171;118;0
2;5-14;Tirol;7;37056;M;409;283;0
2;5-14;Tirol;7;35165;W;367;254;0
2;5-14;Vorarlberg;8;21275;M;184;90;0
2;5-14;Vorarlberg;8;20340;W;164;83;0
2;5-14;Wien;9;91779;M;1147;557;0
2;5-14;Wien;9;85689;W;1004;497;0
2;5-14;Österreich;10;433500;M;3300;1929;0
2;5-14;Österreich;10;410059;W;2929;1711;0
3;15-24;Burgenland;1;14439;M;233;166;0
3;15-24;Burgenland;1;13325;W;130;92;0
3;15-24;Kärnten;2;28982;M;196;136;0
3;15-24;Kärnten;2;26664;W;149;100;0
3;15-24;Niederösterreich;3;91319;M;1286;906;0
3;15-24;Niederösterreich;3;84326;W;946;651;0
3;15-24;Oberösterreich;4;85564;M;1328;869;0
3;15-24;Oberösterreich;4;79443;W;1200;760;0
3;15-24;Salzburg;5;31945;M;495;325;0
3;15-24;Salzburg;5;29505;W;475;323;0
3;15-24;Steiermark;6;68685;M;548;346;0
3;15-24;Steiermark;6;63443;W;502;358;0
3;15-24;Tirol;7;44135;M;1107;846;0
3;15-24;Tirol;7;41816;W;882;673;0
3;15-24;Vorarlberg;8;23582;M;441;219;0
3;15-24;Vorarlberg;8;21356;W;415;202;0
3;15-24;Wien;9;111527;M;3071;1723;0
3;15-24;Wien;9;109711;W;2869;1539;0
3;15-24;Österreich;10;500178;M;8705;5536;0
