time;Kapazität Intensivbetten in %;Timestamp
01.04.2020;79;2020-04-22T07:59:59
02.04.2020;77;2020-04-22T07:59:59
03.04.2020;74;2020-04-22T07:59:59
04.04.2020;75;2020-04-22T07:59:59
05.04.2020;76;2020-04-22T07:59:59
06.04.2020;76;2020-04-22T07:59:59
07.04.2020;79;2020-04-22T07:59:59
08.04.2020;79;2020-04-22T07:59:59
09.04.2020;79;2020-04-22T07:59:59
10.04.2020;79;2020-04-22T07:59:59
11.04.2020;78;2020-04-22T07:59:59
12.04.2020;78;2020-04-22T07:59:59
13.04.2020;81;2020-04-22T07:59:59
14.04.2020;80;2020-04-22T07:59:59
15.04.2020;80;2020-04-22T07:59:59
16.04.2020;79;2020-04-22T07:59:59
17.04.2020;81;2020-04-22T07:59:59
18.04.2020;82;2020-04-22T07:59:59
19.04.2020;84;2020-04-22T07:59:59
20.04.2020;83;2020-04-22T07:59:59
21.04.2020;83;2020-04-22T07:59:59
