time;Belegung Intensivbetten in %;Timestamp
01.04.2020;21;2020-05-05T09:36:54
02.04.2020;23;2020-05-05T09:36:54
03.04.2020;26;2020-05-05T09:36:54
04.04.2020;25;2020-05-05T09:36:54
05.04.2020;24;2020-05-05T09:36:54
06.04.2020;24;2020-05-05T09:36:54
07.04.2020;21;2020-05-05T09:36:54
08.04.2020;21;2020-05-05T09:36:54
09.04.2020;21;2020-05-05T09:36:54
10.04.2020;21;2020-05-05T09:36:54
11.04.2020;22;2020-05-05T09:36:54
12.04.2020;22;2020-05-05T09:36:54
13.04.2020;19;2020-05-05T09:36:54
14.04.2020;20;2020-05-05T09:36:54
15.04.2020;20;2020-05-05T09:36:54
16.04.2020;21;2020-05-05T09:36:54
17.04.2020;19;2020-05-05T09:36:54
18.04.2020;18;2020-05-05T09:36:54
19.04.2020;16;2020-05-05T09:36:54
20.04.2020;17;2020-05-05T09:36:54
21.04.2020;17;2020-05-05T09:36:54
22.04.2020;14;2020-05-05T09:36:54
23.04.2020;15;2020-05-05T09:36:54
24.04.2020;13;2020-05-05T09:36:54
25.04.2020;12;2020-05-05T09:36:54
26.04.2020;12;2020-05-05T09:36:54
27.04.2020;12;2020-05-05T09:36:54
28.04.2020;11;2020-05-05T09:36:54
29.04.2020;11;2020-05-05T09:36:54
30.04.2020;11;2020-05-05T09:36:54
01.05.2020;11;2020-05-05T09:36:54
02.05.2020;10;2020-05-05T09:36:54
03.05.2020;10;2020-05-05T09:36:54
04.05.2020;10;2020-05-05T09:36:54
05.05.2020;9;2020-05-05T09:36:54
