time;Kapazität Intensivbetten in %;Timestamp
01.04.2020;79;2020-05-01T10:59:59
02.04.2020;77;2020-05-01T10:59:59
03.04.2020;74;2020-05-01T10:59:59
04.04.2020;75;2020-05-01T10:59:59
05.04.2020;76;2020-05-01T10:59:59
06.04.2020;76;2020-05-01T10:59:59
07.04.2020;79;2020-05-01T10:59:59
08.04.2020;79;2020-05-01T10:59:59
09.04.2020;79;2020-05-01T10:59:59
10.04.2020;79;2020-05-01T10:59:59
11.04.2020;78;2020-05-01T10:59:59
12.04.2020;78;2020-05-01T10:59:59
13.04.2020;81;2020-05-01T10:59:59
14.04.2020;80;2020-05-01T10:59:59
15.04.2020;80;2020-05-01T10:59:59
16.04.2020;79;2020-05-01T10:59:59
17.04.2020;81;2020-05-01T10:59:59
18.04.2020;82;2020-05-01T10:59:59
19.04.2020;84;2020-05-01T10:59:59
20.04.2020;83;2020-05-01T10:59:59
21.04.2020;83;2020-05-01T10:59:59
22.04.2020;86;2020-05-01T10:59:59
23.04.2020;85;2020-05-01T10:59:59
24.04.2020;87;2020-05-01T10:59:59
25.04.2020;88;2020-05-01T10:59:59
26.04.2020;88;2020-05-01T10:59:59
27.04.2020;88;2020-05-01T10:59:59
28.04.2020;89;2020-05-01T10:59:59
29.04.2020;89;2020-05-01T10:59:59
30.04.2020;89;2020-05-01T10:59:59
01.05.2020;89;2020-05-01T10:59:59
