time;Belegung Intensivbetten in %;Timestamp
01.04.2020;21;2020-04-25T10:30:01
02.04.2020;23;2020-04-25T10:30:01
03.04.2020;26;2020-04-25T10:30:01
04.04.2020;25;2020-04-25T10:30:01
05.04.2020;24;2020-04-25T10:30:01
06.04.2020;24;2020-04-25T10:30:01
07.04.2020;21;2020-04-25T10:30:01
08.04.2020;21;2020-04-25T10:30:01
09.04.2020;21;2020-04-25T10:30:01
10.04.2020;21;2020-04-25T10:30:01
11.04.2020;22;2020-04-25T10:30:01
12.04.2020;22;2020-04-25T10:30:01
13.04.2020;19;2020-04-25T10:30:01
14.04.2020;20;2020-04-25T10:30:01
15.04.2020;20;2020-04-25T10:30:01
16.04.2020;21;2020-04-25T10:30:01
17.04.2020;19;2020-04-25T10:30:01
18.04.2020;18;2020-04-25T10:30:01
19.04.2020;16;2020-04-25T10:30:01
20.04.2020;17;2020-04-25T10:30:01
21.04.2020;17;2020-04-25T10:30:01
22.04.2020;14;2020-04-25T10:30:01
23.04.2020;15;2020-04-25T10:30:01
24.04.2020;13;2020-04-25T10:30:01
25.04.2020;12;2020-04-25T10:30:01
