time;Belegung Intensivbetten in %;Timestamp
01.04.2020;21;2020-04-23T08:33:36
02.04.2020;23;2020-04-23T08:33:36
03.04.2020;26;2020-04-23T08:33:36
04.04.2020;25;2020-04-23T08:33:36
05.04.2020;24;2020-04-23T08:33:36
06.04.2020;24;2020-04-23T08:33:36
07.04.2020;21;2020-04-23T08:33:36
08.04.2020;21;2020-04-23T08:33:36
09.04.2020;21;2020-04-23T08:33:36
10.04.2020;21;2020-04-23T08:33:36
11.04.2020;22;2020-04-23T08:33:36
12.04.2020;22;2020-04-23T08:33:36
13.04.2020;19;2020-04-23T08:33:36
14.04.2020;20;2020-04-23T08:33:36
15.04.2020;20;2020-04-23T08:33:36
16.04.2020;21;2020-04-23T08:33:36
17.04.2020;19;2020-04-23T08:33:36
18.04.2020;18;2020-04-23T08:33:36
19.04.2020;16;2020-04-23T08:33:36
20.04.2020;17;2020-04-23T08:33:36
21.04.2020;17;2020-04-23T08:33:36
22.04.2020;14;2020-04-23T08:33:36
23.04.2020;15;2020-04-23T08:33:36
